Part Nr;Mat Description;New Sales Price;NOTAS;NUEVOS CP357;;NUEVOS CP361;;NUEVOS CP365;;ANULADOS CP365;;NUEVOS CP369;;ANULADOS CP369;;NUEVOS CP373;;ANULADOS CP373
S0PFX7680961;Pit Ladder Length 2400mm cpl. (Movable);76,43;;;;;;;;;;;;;;;;
S0PFX7631962;Pit Ladder Length 3200mm cpl. (Movable);85,65;;;;;;;;;;;;;;;;
S0PF57680963;Pit Ladder Length 2400mm cpl.;31,98;;;;;;;;;;;;;;;;
S0PF57631968;Pit Ladder Length 3200mm cpl.;41,69;;;;;;;;;;;;;;;;
S0PF49110257;Kit movable ladder 330;31,04;;;;;;;;;;;;;;;;
S0PF51964476;Ladder - L=3150;151,30;;;;;;;;;;;;;;;;
S0PF51962975;Ladder - L=2600;129,46;;;;;;;;;;;;;;;;
S0PF49110267;Kit foldable ladder;18,85;;;;;;;;;;;;;;;;
S0PF50810302;L-B Type H TG106 1 H75/T75 M16;23,02;;;;;;;;;;;;;;;;
S0PF50810303;L-B Type H TG106 2 H50 M16;27,55;;;;;;;;;;;;;;;;
S0PF50810304;L-B Type H TG106 2 H75/T75 M16;26,51;;;;;;;;;;;;;;;;
S0PF50810305;L-B Type H TG106 3 H50 M16;25,72;;;;;;;;;;;;;;;;
S0PF50810306;L-B Type H TG106 3 H75/T75 M16;27,27;;;;;;;;;;;;;;;;
S0PF50810307;L-B Type H TG106 4 H50 M16;34,13;;;;;;;;;;;;;;;;
S0PF50810308;L-B Type H TG106 4 H75/T75 M16;34,13;;;;;;;;;;;;;;;;
CODIGOS INDUSTRIALIZADOS EN PROYECTO ES5;;;;;;;;;;;;;;;;;;
FIXPOINTS;;;;;;;;;;;;;;;;;;
S0PFA1986119;Fixpoint welded assy_L0_T75_OL 35;102,97;;;;;;;;;;;;;;;;
S0PFB1986119;Fixpoint welded assy_L0_T75_GBP201;102,94;;;;;;;;;;;;;;;;
S0PFA1986118;Fixpoint weld. ass_L0_T89/B_OL 35;102,90;;;;;;;;;;;;;;;;
S0PFB1986118;Fixpoint weld. ass_L0_T89/B_GBP201;102,88;;;;;;;;;;;;;;;;
S0PFA1986121;Fixpoint weld. assy_L0_T127_OL 35;105,22;;;;;;;;;;;;;;;;
S0PFB1986121;Fixpoint weld. assy_L0_T127_GBP201;105,22;;;;;;;;;;;;;;;;
S0PFA1986122;Fixpoint weld. assy_L0_T140_OL 35;111,26;;;;;;;;;;;;;;;;
S0PFB1986122;Fixpoint weld. assy_L0_T140_GBP201;111,44;;;;;;;;;;;;;;;;
S0PFA1986114;Fixpoint welded assy_L80_T75_OL 35;101,19;;;;;;;;;;;;;;;;
S0PFB1986114;Fixpoint welded ass_L80_T75_GBP201;101,18;;;;;;;;;;;;;;;;
S0PFA1986116;Fixpoint weld. ass_L80_T89/B_OL 35;101,14;;;;;;;;;;;;;;;;
S0PFB1986116;Fixpoint weld. ass_L80_T89_GBP201;101,12;;;;;;;;;;;;;;;;
S0PFA1986113;Fixpoint weld. assy_L80_T127_OL 35;103,46;;;;;;;;;;;;;;;;
S0PFB1986113;Fixpoint weld. ass_L80_T127_GBP201;103,46;;;;;;;;;;;;;;;;
S0PFA1986117;Fixpoint weld. assy_L80_T140_OL 35;109,50;;;;;;;;;;;;;;;;
S0PFB1986117;Fixpoint weld. ass_L80_T140_GBP201;109,68;;;;;;;;;;;;;;;;
S0PFA1986109;Fixpoint welded assy_L95_T75_OL 35;101,18;;;;;;;;;;;;;;;;
S0PFB1986109;Fixpoint welded ass_L95_T75_GBP201;101,17;;;;;;;;;;;;;;;;
S0PFA1986111;Fixpoint weld. ass_L95_T89/B_OL 35;101,13;;;;;;;;;;;;;;;;
S0PFB1986111;Fixpoint weld. assy_L95_T89_GBP201;101,11;;;;;;;;;;;;;;;;
S0PFA1986108;Fixpoint weld. assy_L95_T127_OL 35;103,45;;;;;;;;;;;;;;;;
S0PFB1986108;Fixpoint weld. ass_L95_T127_GBP201;103,45;;;;;;;;;;;;;;;;
S0PFA1986112;Fixpoint weld. assy_L95_T140_OL 35;109,49;;;;;;;;;;;;;;;;
S0PFB1986112;Fixpoint weld. ass_L95_T140_GBP201;109,67;;;;;;;;;;;;;;;;
S0PF50807725;Bag_T75/89;8,44;;;;;;;;;;;;;;;;
S0PF50807726;Bag_127-1/B;9,16;;;;;;;;;;;;;;;;
S0PF50807727;Bag_T127-2/B,T140-1/B;9,41;;;;;;;;;;;;;;;;
S0PF50807833;SALSIS support assembly_TK < 1300;2,91;;;;;;;;;;;;;;;;
S0PF50807728;SALSIS support assembly_TK ≥ 1300;4,18;;;;;;;;;;;;;;;;
S0PF50807729;Slack type B anti-tw. 2STM 15m HF;74,57;;;;;;;;;;;;;;;;
S0PFX0807729;Slack type B anti-tw. 2STM 15m HF;80,91;;;;;;;;;;;;;;;;
S0PF50807730;Slack  B anti-tw. 4STM MRL 15m HF;35,60;;;;;;;;;;;;;;;;
S0PFX0807730;Slack  B anti-tw. 4STM MRL 15m HF;41,94;;;;;;;;;;;;;;;;
S0PF57675215;KSS Typ B 2STM MRL anti-tw;58,16;;;;;;;;;;;;;;;;
S0PFX7675215;KSS Typ B 2STM MRL anti-tw;64,50;;;;;;;;;;;;;;;;
S0PF57675216;KSS Typ B 4STM MRL anti-tw;35,38;;;;;;;;;;;;;;;;
S0PFX7675216;KSS Typ B 4STM MRL anti-tw;41,72;;;;;;;;;;;;;;;;
MACHINE SUPPORTS;;;;;;;;;;;;;;;;;;
S0PFX1970193;Welded structure assy type 1;170,87;;;;;;;;;;;;;;;;
S0PFX1974115;Welded structure assy type 2;185,42;;;;;;;;;;;;;;;;
S0PFX1971803;Welded structure assy type 3;213,29;;;;;;;;;;;;;;;;
S0PF51972048;Traction media support RT.T1.Assy;25,60;;;;;;;;;;;;;;;;
S0PF51971813;Traction media support LT.T1.Assy;25,61;;;;;;;;;;;;;;;;
S0PF51974117;Traction media support RT.T2.Assy;29,91;;;;;;;;;;;;;;;;
S0PF51974119;Traction media support LT.T2.Assy;31,71;;;;;;;;;;;;;;;;
S0PF50807720;Bag T75/89.DS.Car;15,17;;;;;;;;;;;;;;;;
S0PF50807721;Bag_T127_DS_CAR                         ;16,84;;;;;;;;;;;;;;;;
S0PF50807722;Bag T140.DS.Car;16,84;;;;;;;;;;;;;;;;
S0PF50807723;Bag T75/89_H75-1.DS.Cwt;14,65;;;;;;;;;;;;;;;;
S0PF50807724;Bag T127.DS.Cwt;17,10;;;;;;;;;;;;;;;;
S0PFX1970189;OSG_support_GBP/OL35_CWTxx_BG;80,70;;;;;;;;;;;;;;;;
S0PF51985982;Support for H75 hollow guide;0,84;;;;;;;;;;;;;;;;
TENSION DEVICES;;;;;;;;;;;;;;;;;;
S0PFX6223458;Tens.device MM TD203 guide T75/89 B160;63,03;;;;;;;;;;;;;;;;
S0PFX6223459;T. Device TD203 Car L T75/89 B160;64,30;;;;;;;;;;;;;;;;
S0PFX6223460;T. Device TD203 Car R T75/89 B280;94,58;;;;;;;;;;;;;;;;
S0PFX6223461;T. Device TD203 Car L T75/89 B280;94,58;;;;;;;;;;;;;;;;
S0PFX6223462;T. Device TD203 Car R T127 B160;66,22;;;;;;;;;;;;;;;;
S0PFX6223463;T. Device TD203 Car L T127 B160;65,51;;;;;;;;;;;;;;;;
S0PFX6223464;T. Device TD203 Car R T127 B280;96,30;;;;;;;;;;;;;;;;
S0PFX6223465;T. Device TD203 Car L T127 B280;96,30;;;;;;;;;;;;;;;;
S0PFX0809578;T. Device TD203 Car L T75/89 B200;71,95;;;;;;;;;;;;;;;;
S0PFX0809601;T. Device TD203 Car R T75/89 B200;70,65;;;;;;;;;;;;;;;;
S0PFX6223661;T. Weight TD203 Car R T140 B160         ;97,14;;;;;;;;;;;;;;;;
S0PFX6223662;T. Weight TD203 Car L T140 B160         ;97,14;;;;;;;;;;;;;;;;
S0PFX6223671;T. Weight TD203 Floor;67,62;;;;;;;;;;;;;;;;
S0PF50809668;Screw set kit GBP;14,44;;;;;;;;;;;;;;;;
S0PF56223476;CABLE + Switch (TD) L8000 IP65 type A;13,28;;;;;;;;;;;;;;;;
S0PF56223477;Contact TD201 L8000 IP67 type A +cable;17,48;;;;;;;;;;;;;;;;
S0PF56223478;CABLE + Switch (TD) L2000 IP65 type A;14,73;;;;;;;;;;;;;;;;
S0PF56223479;CABLE + Switch (TD) L2000 IP67 type A;9,67;;;;;;;;;;;;;;;;
S0PF56225424;CABLE + Switch (TD) L8000 IP65 type A;13,41;;;;;;;;;;;;;;;;
S0PF56225425;CABLE + Switch (TD) L8000 IP67 type A;13,57;;;;;;;;;;;;;;;;
S0PF56225426;CABLE + Switch (TD) L2000 IP65 type A;9,98;;;;;;;;;;;;;;;;
S0PF56225427;CABLE + Switch (TD) L2000 IP67 type A;9,75;;;;;;;;;;;;;;;;
S0PF56225245;TD Switch Assembly L=6500,Type B;10,11;;;;;;;;;;;;;;;;
S0PF56225246;TD Switch Assembly L=10500,Type B;11,45;;;;;;;;;;;;;;;;
S0PF56225247;TD Switch Assy HLF L=6500,Type B;14,08;;;;;;;;;;;;;;;;
S0PF56225248;TD Switch Assy HLF L=10500,Type B;17,86;;;;;;;;;;;;;;;;
S0PF56223577;CABLE + Switch (TD) L6500 IP67 type B;11,76;;;;;;;;;;;;;;;;
S0PF56223675;CABLE + Switch (TD) L10500 IP67 typ;13,62;;;;;;;;;;;;;;;;
S0PF56223699;CABLE HLF+ Switch (TD) L6500 IP67 type B;15,86;;;;;;;;;;;;;;;;
S0PF56223700;CABLE HLF+ Switch (TD)L10500 IP67 type B;19,94;;;;;;;;;;;;;;;;
BUFFERS;;;;;;;;;;;;;;;;;;
S0PF57638254;P+S Type D3 125X80 EN81&GOST/UKCA 1.0m/s;9,25;;;;;;;;;;;;;;;;
S0PF57638256;P+S Type D5 165X80 EN81&GOST/UKCA 1.0m/s;13,58;;;;;;;;;;;;;;;;
S0PF57638234;SA AC 300402L4 Type D 125*80 AUTAN HE;9,22;;;;;;;;;;;;;;;;
S0PF57638236;SA AC 300403L4 Type D 165*80 AUTAN HE   ;14,52;;;;;;;;;;;;;;;;
S0PF59373147;SA OLE MLB16.1                          ;89,11;;;;;;;;;;;;;;;;
S0PF59373148;SA OLE MLB18.1                          ;89,80;;;;;;;;;;;;;;;;
S0PF59373149;SA OLE MLB20.1                          ;104,78;;;;;;;;;;;;;;;;
S0PF59373150;SA OLE MLB25.1                          ;115,16;;;;;;;;;;;;;;;;
S0PF59373151;SA OLE MLB32;256,76;;;;;;;;;;;;;;;;
S0PF50807700;Buffer OLEO LSB18.B A0 (BC1CG-E0)       ;53,40;;;;;;;;;;;;;;;;
END CONNECTIONS;;;;;;;;;;;;;;;;;;
S0PF59100849;End Con. L420 sl+spB PV40-1.73-2.5;14,38;;;;;;;;;;;;;;;;
S0PF59100852;End Con. L420 sl+spA PV50-1.73-2.5;16,58;;;;;;;;;;;;;;;;
S0PF59100856;End Con. L420 sl+spA PV60-1.73-2.5;19,97;;;;;;;;;;;;;;;;
S0PF59100850;End Con. L420 sl+spC PV40-1.73-2.5;11,27;;;;;;;;;;;;;;;;
S0PF59100851;End Con. L=420 PV40-1.73-2.5;10,37;;;;;;;;;;;;;;;;
S0PF59100854;End Con. L420 sl+spC PV50-1.73-2.5;16,73;;;;;;;;;;;;;;;;
S0PF59100855;End Con. L=420 PV50-1.73-2.5;15,56;;;;;;;;;;;;;;;;
S0PF59100858;End Con. L420 sl+spC PV60-1.73-2.5;20,85;;;;;;;;;;;;;;;;
S0PF59100859;End Con. L=420 PV60-1.73-2.5;20,31;;;;;;;;;;;;;;;;
L Brackets;;;;;;;;;;;;;;;;;;
S0PFX1971291;L-B H 160/190 1_CWGuide;26,55;;;;;;;;;;;;;;;;
S0PFX1971292;L-B H 160/190 2_CWGuide;32,99;;;;;;;;;;;;;;;;
S0PFX1971293;L-B H 160/190 3_CWGuide;35,31;;;;;;;;;;;;;;;;
S0PFX1971294;L-B H 160/190 4_CWGuide;37,61;;;;;;;;;;;;;;;;
S0PFX1971295;L-B H 160/190 5_CWGuide;39,60;;;;;;;;;;;;;;;;
S0PFX1971296;L-B L 160/190 5_CWGuide;34,50;;;;;;;;;;;;;;;;
S0PFX1972083;L-C H 160/190 2_CWGuide;32,04;;;;;;;;;;;;;;;;
S0PFX1972086;L-C H 160/190 3_CWGuide;36,36;;;;;;;;;;;;;;;;
S0PFX1972088;L-C H 160/190 4_CWGuide;38,06;;;;;;;;;;;;;;;;
S0PFX1972089;L-C H 160/190 5_CWGuide;41,08;;;;;;;;;;;;;;;;
S0PFX1972535;L-B L 160/190 2_CWGuide;25,65;;;;;;;;;;;;;;;;
S0PFX1972894;L-B L 160/190 3_CWGuide;27,98;;;;;;;;;;;;;;;;
S0PFX1972895;L-B L 160/190 4_CWGuide;33,14;;;;;;;;;;;;;;;;
S0PFX1972896;L-B L 160/190 1_CWGuide;14,88;;;;;;;;;;;;;;;;
S0PFX1973247;L-C H 160/190 1_CWGuide;31,41;;;;;;;;;;;;;;;;
S0PFX1973323;L-D H 160/190 1_CWGuide;36,91;;;;;;;;;;;;;;;;
S0PFX1973324;L-D H 160/190 2_CWGuide;39,28;;;;;;;;;;;;;;;;
S0PFX1973325;L-D H 160/190 3_CWGuide;46,78;;;;;;;;;;;;;;;;
S0PFX1973326;L-D H 160/190 4_CWGuide;52,05;;;;;;;;;;;;;;;;
S0PFX1979765;L-E1 H 130/160/190 1_CWGuide;50,32;;;;;;;;;;;;;;;;
S0PFX1979772;L-E1 H 130/160/190 2_CWGuide;67,53;;;;;;;;;;;;;;;;
S0PFX1979773;L-E1 H 130/160/190 3_CWGuide;84,94;;;;;;;;;;;;;;;;
S0PFX1979774;L-E1 H 130/160/190 4_CWGuide;95,05;;;;;;;;;;;;;;;;
S0PFX1981084;L-E2 H 160/190 1_CWGuide;54,41;;;;;;;;;;;;;;;;
S0PFX1981085;L-E2 H 160/190 2_CWGuide;59,21;;;;;;;;;;;;;;;;
S0PFX1981086;L-E2 H 160/190 3_CWGuide;78,58;;;;;;;;;;;;;;;;
S0PFX1981087;L-E2 H 160/190 4_CWGuide;86,89;;;;;;;;;;;;;;;;
S0PFX1979775;L-E3 H 130/160/190 1_CWGuide;55,07;;;;;;;;;;;;;;;;
S0PFX1979776;L-E3 H 130/160/190 2_CWGuide;60,46;;;;;;;;;;;;;;;;
S0PFX1979777;L-E3 H 130/160/190 3_CWGuide;91,99;;;;;;;;;;;;;;;;
S0PFX1979778;L-E3 H 130/160/190 4_CWGuide;99,66;;;;;;;;;;;;;;;;
Z Brackets;;;;;;;;;;;;;;;;;;
S0PF57642317;Z-AL 7;8,30;;;;;;;;;;;;;;;;
S0PF57624707;Z-AL 8;10,03;;;;;;;;;;;;;;;;
S0PF57619846;Z-AL 9;10,75;;;;;;;;;;;;;;;;
S0PF50807816;Z-AL 11 T75;5,47;;;;;;;;;;;;;;;;
S0PF50807817;Z-AL 11 T89;5,47;;;;;;;;;;;;;;;;
S0PF50807818;Z-AL 12 T75;5,68;;;;;;;;;;;;;;;;
S0PF50807819;Z-AL 12 T89;5,68;;;;;;;;;;;;;;;;
S0PFX7850555;Z-AL 15;8,76;;;;;;;;;;;;;;;;
S0PFX7850564;Z-AL 16;6,09;;;;;;;;;;;;;;;;
S0PFX7646254;Z-BH 3;7,57;;;;;;;;;;;;;;;;
S0PFX7646258;Z-BH 4;8,12;;;;;;;;;;;;;;;;
S0PFX7646262;Z-BH 5;10,98;;;;;;;;;;;;;;;;
S0PFX7646266;Z-BH 6;15,03;;;;;;;;;;;;;;;;
S0PFX7646270;Z-BH 7;15,36;;;;;;;;;;;;;;;;
S0PFX7646274;Z-BH 8;19,20;;;;;;;;;;;;;;;;
S0PFX7646278;Z-BH 9;21,44;;;;;;;;;;;;;;;;
S0PFX7646247;Z-BH 11;6,83;;;;;;;;;;;;;;;;
S0PFX7646250;Z-BH 12;7,07;;;;;;;;;;;;;;;;
S0PFX7642575;Z-BL 3;6,03;;;;;;;;;;;;;;;;
S0PFX7642569;Z-BL 11;5,67;;;;;;;;;;;;;;;;
S0PFX7642578;Z-BL 4;8,27;;;;;;;;;;;;;;;;
S0PFX7642581;Z-BL 5;8,55;;;;;;;;;;;;;;;;
S0PFX7642584;Z-BL 6;8,81;;;;;;;;;;;;;;;;
S0PFX7642587;Z-BL 7;9,50;;;;;;;;;;;;;;;;
S0PFX7642590;Z-BL 8;11,22;;;;;;;;;;;;;;;;
S0PFX7642593;Z-BL 9;11,74;;;;;;;;;;;;;;;;
S0PFX7642572;Z-BL 12;5,40;;;;;;;;;;;;;;;;
S0PFX7850567;Z-CH14;7,07;;;;;;;;;;;;;;;;
S0PF50801353;Z-CH9.DE;29,84;;;;;;;;;;;;;;;;
S0PF50807824;Z-CH11.T75;6,66;;;;;;;;;;;;;;;;
S0PF50807825;Z-CH11.T89;6,66;;;;;;;;;;;;;;;;
S0PF50807826;Z-CH12.T75;6,83;;;;;;;;;;;;;;;;
S0PF50807827;Z-CH12.T89;6,84;;;;;;;;;;;;;;;;
S0PFX7850570;Z-CH15;7,39;;;;;;;;;;;;;;;;
S0PFX7850573;Z-CH16;7,90;;;;;;;;;;;;;;;;
S0PFX7646229;Z-DH3;7,87;;;;;;;;;;;;;;;;
S0PF50807820;Z-CL11.T75;6,53;;;;;;;;;;;;;;;;
S0PF50807821;Z-CL11.T89;6,53;;;;;;;;;;;;;;;;
S0PF50807822;Z-CL12.T75;6,26;;;;;;;;;;;;;;;;
S0PF50807823;Z-CL12.T89;6,26;;;;;;;;;;;;;;;;
S0PFX7646231;Z-DH4;8,99;;;;;;;;;;;;;;;;
S0PFX7646233;Z-DH5;12,69;;;;;;;;;;;;;;;;
S0PFX7646235;Z-DH6;16,73;;;;;;;;;;;;;;;;
S0PFX7646237;Z-DH7;16,93;;;;;;;;;;;;;;;;
S0PFX7646239;Z-DH8;22,52;;;;;;;;;;;;;;;;
S0PFX7646241;Z-DH9;25,38;;;;;;;;;;;;;;;;
S0PFX7646225;Z-DH11;7,38;;;;;;;;;;;;;;;;
S0PFX7646227;Z-DH12;8,82;;;;;;;;;;;;;;;;
S0PFX7646408;Z-DL3;6,22;;;;;;;;;;;;;;;;
S0PFX7646411;Z-DL4;8,21;;;;;;;;;;;;;;;;
S0PFX7646414;Z-DL5;6,26;;;;;;;;;;;;;;;;
S0PFX7646417;Z-DL6;6,93;;;;;;;;;;;;;;;;
S0PFX7646420;Z-DL7;7,30;;;;;;;;;;;;;;;;
S0PFX7646423;Z-DL8;9,26;;;;;;;;;;;;;;;;
S0PFX7646426;Z-DL9;9,94;;;;;;;;;;;;;;;;
S0PFX7646456;Z-DL11;5,77;;;;;;;;;;;;;;;;
S0PFX7646459;Z-DL12;5,93;;;;;;;;;;;;;;;;
S0PFX7850576;Z-FH2;9,55;;;;;;;;;;;;;;;;
S0PFX7850582;Z-FH3;11,60;;;;;;;;;;;;;;;;
S0PFX7850579;Z-GH2;11,53;;;;;;;;;;;;;;;;
S0PFX7850594;Z-GH3;13,13;;;;;;;;;;;;;;;;
S0PFX7850552;Z-AL 14;5,62;;;;;;;;;;;;;;;;
S0PFX7646387;Z-EH3;10,82;;;;;;;;;;;;;;;;
S0PFX7646390;Z-EH4;14,28;;;;;;;;;;;;;;;;
S0PFX7646393;Z-EH5;14,52;;;;;;;;;;;;;;;;
S0PFX7646396;Z-EH6;18,93;;;;;;;;;;;;;;;;
S0PFX7646399;Z-EH7;19,67;;;;;;;;;;;;;;;;
S0PFX7646402;Z-EH8;25,81;;;;;;;;;;;;;;;;
S0PFX7646405;Z-EH9;28,30;;;;;;;;;;;;;;;;
S0PFX7646447;Z-EH11;8,02;;;;;;;;;;;;;;;;
S0PFX7646450;Z-EH12;8,01;;;;;;;;;;;;;;;;
S0PFX7646352;Z-EL3;8,55;;;;;;;;;;;;;;;;
S0PFX7646355;Z-EL4;9,37;;;;;;;;;;;;;;;;
S0PFX7646358;Z-EL5;9,34;;;;;;;;;;;;;;;;
S0PFX7646361;Z-EL6;10,30;;;;;;;;;;;;;;;;
S0PFX7646364;Z-EL7;10,61;;;;;;;;;;;;;;;;
S0PFX7646367;Z-EL8;12,93;;;;;;;;;;;;;;;;
S0PFX7646370;Z-EL9;14,21;;;;;;;;;;;;;;;;
S0PFX7646432;Z-EL11;7,51;;;;;;;;;;;;;;;;
S0PFX7646435;Z-EL12;7,47;;;;;;;;;;;;;;;;
S0PFX7850584;Z-FH4;20,54;;;;;;;;;;;;;;;;
S0PFX7850587;Z-FH5;22,39;;;;;;;;;;;;;;;;
S0PFX7850590;Z-FH6;27,43;;;;;;;;;;;;;;;;
S0PFX7661041;Z-SE1;14,21;;;;;;;;;;;;;;;;
S0PFX7661042;Z-SE2;14,38;;;;;;;;;;;;;;;;
S0PFX7661043;Z-SE3;23,83;;;;;;;;;;;;;;;;
S0PFX7661044;Z-SE4;24,91;;;;;;;;;;;;;;;;
S0PFX7661045;Z-SE5;26,72;;;;;;;;;;;;;;;;
S0PFX7661046;Z-SE6;31,01;;;;;;;;;;;;;;;;
S0PFX7661047;Z-SE7;46,51;;;;;;;;;;;;;;;;
S0PFX7661048;Z-SE8;48,52;;;;;;;;;;;;;;;;
S0PFX7661049;Z-SE9;61,67;;;;;;;;;;;;;;;;
S0PFX7661050;Z-SE10;67,10;;;;;;;;;;;;;;;;
S0PFX7661038;Z-SE11;75,74;;;;;;;;;;;;;;;;
S0PFX7660981;Z-SH1;26,10;;;;;;;;;;;;;;;;
S0PFX7660982;Z-SH2;25,51;;;;;;;;;;;;;;;;
S0PFX7660983;Z-SH3;26,86;;;;;;;;;;;;;;;;
S0PFX7660984;Z-SH4;28,36;;;;;;;;;;;;;;;;
S0PFX7660985;Z-SH5;30,29;;;;;;;;;;;;;;;;
S0PFX7660986;Z-SH6;34,43;;;;;;;;;;;;;;;;
S0PFX7660987;Z-SH7;54,41;;;;;;;;;;;;;;;;
S0PFX7660988;Z-SH8;54,55;;;;;;;;;;;;;;;;
S0PFX7660989;Z-SH9;65,22;;;;;;;;;;;;;;;;
S0PFX7660990;Z-SH10;69,95;;;;;;;;;;;;;;;;
S0PFX7661039;Z-SH11;78,36;;;;;;;;;;;;;;;;
Pit ladders;;;;;;;;;;;;;;;;;;
S0PF51940786;Articulable stand. Ladder - L=2600;93,63;;;;;;;;;;;;;;;;
S0PF51940703;Articulable stand. Ladder - L=3800;115,48;;;;;;;;;;;;;;;;
S0PF51940743;Articulable stand. Ladder - L=3200;105,29;;;;;;;;;;;;;;;;
S0PFX1952795;Stand. Ladder - L=2600;87,11;;;;;;;;;;;;;;;;
S0PFX1952797;Stand. Ladder - L=3800;108,99;;;;;;;;;;;;;;;;
S0PFX1962483;Stand. Ladder - L=2600 ( Var. Sup);102,46;;;;;;;;;;;;;;;;
S0PFX1962484;Stand. Ladder - L=3200 ( Var. Sup);114,14;;;;;;;;;;;;;;;;
S0PFX1962485;Stand. Ladder - L=3800 ( Var. Sup);124,34;;;;;;;;;;;;;;;;
S0PFX1962486;Stand. Ladder - L=2600 ( Fixed);80,97;;;;;;;;;;;;;;;;
S0PFX1962488;Stand. Ladder - L=3800 ( Fixed);102,85;;;;;;;;;;;;;;;;
S0PFX1962490;Stingl Fold Ladder - L=3400mm;423,63;;;;;;;;;;;;;;;;
S0PFX1962491;Stingl Fold Ladder - L=4000mm;876,69;;;;;;;;;;;;;;;;
S0PFX1962493;Stingl Fold Ladder - L=3400mm (Var);441,00;;;;;;;;;;;;;;;;
S0PFX1962494;Stingl Fold Ladder - L=4000mm (Var);492,21;;;;;;;;;;;;;;;;
Omega Brackets;;;;;;;;;;;;;;;;;;
S0PFX1973375;O-B Bracket L BG1400 TG190 1;64,65;;;;;;;;;;;;;;;;
S0PFX1971301;O-B Bracket L BG1400 TG160 1;63,73;;;;;;;;;;;;;;;;
S0PFX1972071;O-B Bracket L BG1002 TG190 1;56,70;;;;;;;;;;;;;;;;
S0PFX1971318;O-B Bracket L BG850 TG160 1;54,01;;;;;;;;;;;;;;;;
S0PFX1973398;O-B Bracket L BG600 TG190 1;53,12;;;;;;;;;;;;;;;;
S0PFX1973402;O-B Bracket L BG600 TG160 1;52,20;;;;;;;;;;;;;;;;
S0PFX1973377;O-B Bracket L BG1400 TG190 3;84,72;;;;;;;;;;;;;;;;
S0PFX1973376;O-B Bracket L BG1400 TG190 2;83,41;;;;;;;;;;;;;;;;
S0PFX1973378;O-B Bracket L BG1400 TG190 4;88,69;;;;;;;;;;;;;;;;
S0PFX1973683;O-B Bracket L BG1400 TG190 5;91,12;;;;;;;;;;;;;;;;
S0PFX1971303;O-B Bracket L BG1400 TG160 3;84,30;;;;;;;;;;;;;;;;
S0PFX1971302;O-B Bracket L BG1400 TG160 2;82,48;;;;;;;;;;;;;;;;
S0PFX1973684;O-B Bracket L BG1400 TG160 5;90,71;;;;;;;;;;;;;;;;
S0PFX1972073;O-B Bracket L BG1002 TG190 3;76,77;;;;;;;;;;;;;;;;
S0PFX1972072;O-B Bracket L BG1002 TG190 2;75,45;;;;;;;;;;;;;;;;
S0PFX1972074;O-B Bracket L BG1002 TG190 4;80,74;;;;;;;;;;;;;;;;
S0PFX1973685;O-B Bracket L BG1002 TG190 5;83,16;;;;;;;;;;;;;;;;
S0PFX1971312;O-B Bracket L BG1002 TG160 3;76,36;;;;;;;;;;;;;;;;
S0PFX1973686;O-B Bracket L BG1002 TG160 5;82,74;;;;;;;;;;;;;;;;
S0PFX1973384;O-B Bracket L BG850 TG190 3;75,02;;;;;;;;;;;;;;;;
S0PFX1971310;O-B Bracket L BG1002 TG160 1;55,76;;;;;;;;;;;;;;;;
S0PFX1973385;O-B Bracket L BG850 TG190 4;78,98;;;;;;;;;;;;;;;;
S0PFX1973382;O-B Bracket L BG850 TG190 1;54,94;;;;;;;;;;;;;;;;
S0PFX1973687;O-B Bracket L BG850 TG190 5;81,41;;;;;;;;;;;;;;;;
S0PFX1971320;O-B Bracket L BG850 TG160 3;74,60;;;;;;;;;;;;;;;;
S0PFX1971319;O-B Bracket L BG850 TG160 2;72,79;;;;;;;;;;;;;;;;
S0PFX1971321;O-B Bracket L BG850 TG160 4;78,57;;;;;;;;;;;;;;;;
S0PFX1973688;O-B Bracket L BG850 TG160 5;81,00;;;;;;;;;;;;;;;;
S0PFX1971311;O-B Bracket L BG1002 TG160 2;74,53;;;;;;;;;;;;;;;;
S0PFX1971313;O-B Bracket L BG1002 TG160 4;80,30;;;;;;;;;;;;;;;;
S0PFX1973400;O-B Bracket L BG600 TG190 3;73,18;;;;;;;;;;;;;;;;
S0PFX1973399;O-B Bracket L BG600 TG190 2;71,87;;;;;;;;;;;;;;;;
S0PFX1973401;O-B Bracket L BG600 TG190 4;77,16;;;;;;;;;;;;;;;;
S0PFX1973690;O-B Bracket L BG600 TG190 5;79,58;;;;;;;;;;;;;;;;
S0PFX1973383;O-B Bracket L BG850 TG190 2;73,69;;;;;;;;;;;;;;;;
S0PFX1973404;O-B Bracket L BG600 TG160 3;72,78;;;;;;;;;;;;;;;;
S0PFX1973403;O-B Bracket L BG600 TG160 2;70,97;;;;;;;;;;;;;;;;
S0PFX1973405;O-B Bracket L BG600 TG160 4;76,76;;;;;;;;;;;;;;;;
S0PFX1973691;O-B Bracket L BG600 TG160 5;79,17;;;;;;;;;;;;;;;;
S0PFX1973406;O-B Bracket H BG1400 TG190 1;79,29;;;;;;;;;;;;;;;;
S0PFX1971326;O-B Bracket H BG1400 TG160 1;78,36;;;;;;;;;;;;;;;;
S0PFX1972075;O-B Bracket H BG1002 TG190 1;71,33;;;;;;;;;;;;;;;;
S0PFX1971335;O-B Bracket H BG1002 TG160 1;70,41;;;;;;;;;;;;;;;;
